"","W","PTS","O_PTS","FG%","3P%","TRB","AST","STL","TOV","O_FG%","O_3P%","O_TRB","O_AST","O_STL","O_TOV"
"309",1,103,93,0.461,0.385,43,28,7,14,0.412,0.318,40,19,6,11
"310",1,127,120,0.512,0.391,46,29,5,12,0.539,0.417,28,21,8,11
"311",0,99,119,0.4,0.36,45,25,7,17,0.489,0.467,46,28,6,8
"312",1,121,117,0.449,0.321,48,31,8,14,0.542,0.375,38,26,9,18
"313",1,110,87,0.5,0.393,49,28,7,15,0.43,0.308,29,25,8,10
"314",1,132,110,0.545,0.585,52,34,6,22,0.489,0.25,27,25,12,9
"315",0,99,112,0.404,0.324,49,25,4,14,0.477,0.333,45,20,12,7
"316",1,129,109,0.505,0.452,51,32,11,13,0.494,0.333,42,27,7,19
"317",0,98,105,0.44,0.324,39,26,9,12,0.45,0.333,49,21,9,15
"318",0,102,112,0.45,0.3,45,21,5,13,0.456,0.593,43,25,8,5
"319",1,108,96,0.5,0.433,40,28,11,17,0.434,0.375,40,20,9,15
"320",0,113,123,0.529,0.464,39,31,6,16,0.568,0.423,43,31,10,11
"321",1,119,99,0.529,0.387,50,24,11,18,0.42,0.364,34,19,11,18
"322",1,129,101,0.536,0.447,42,36,9,15,0.433,0.3,46,17,10,16
"323",1,129,114,0.535,0.536,48,31,7,10,0.524,0.5,34,26,5,9
"324",0,105,109,0.427,0.323,45,28,9,13,0.458,0.208,48,20,5,14
"325",1,126,113,0.531,0.423,44,35,7,6,0.506,0.405,38,22,4,10
"326",0,90,115,0.379,0.24,48,21,3,9,0.495,0.333,60,29,6,9
"327",1,122,106,0.551,0.406,50,31,9,21,0.475,0.13,33,19,11,11
"328",0,105,106,0.476,0.324,42,22,6,12,0.417,0.24,54,19,7,12
"329",1,108,82,0.505,0.368,53,27,8,12,0.347,0.308,44,20,8,9
"330",1,98,83,0.443,0.25,58,23,8,15,0.391,0.235,40,22,10,12
"331",1,102,89,0.461,0.615,48,19,7,10,0.407,0.318,43,18,6,11
"332",1,103,86,0.476,0.35,47,22,9,13,0.33,0.28,48,15,8,16
"333",1,104,88,0.467,0.313,47,25,4,9,0.375,0.185,51,16,3,15
"334",0,92,94,0.43,0.35,50,22,5,5,0.402,0.387,46,22,3,8
"335",0,96,99,0.414,0.412,39,19,7,14,0.449,0.323,46,22,4,15
"336",1,107,84,0.494,0.316,49,22,8,13,0.36,0.269,37,19,5,14
"337",1,108,97,0.522,0.474,42,26,7,10,0.479,0.333,33,26,4,14
"338",0,92,98,0.442,0.37,44,16,8,12,0.532,0.304,39,23,8,10
"339",1,102,91,0.455,0.381,44,24,10,9,0.44,0.133,45,15,6,14
"340",0,79,97,0.39,0.263,34,15,15,15,0.559,0.412,42,24,11,20
"341",0,90,105,0.381,0.333,40,22,6,8,0.482,0.316,51,20,6,9
"342",0,86,98,0.361,0.261,46,17,2,17,0.427,0.4,38,25,9,8
"343",0,113,119,0.506,0.345,36,22,12,13,0.558,0.407,41,35,9,22
"344",1,106,90,0.446,0.571,45,25,12,12,0.38,0.393,47,19,8,21
"345",0,94,119,0.443,0.25,44,28,4,10,0.571,0.5,38,36,8,7
"346",0,116,121,0.495,0.345,42,31,5,10,0.581,0.563,34,26,7,11
"347",1,115,114,0.402,0.357,56,24,2,7,0.407,0.385,49,20,4,5
"348",1,118,95,0.495,0.4,60,27,6,12,0.385,0.24,32,22,1,12
"349",1,113,112,0.494,0.393,49,25,9,20,0.429,0.308,47,23,12,11
"350",0,104,109,0.5,0.357,38,27,8,15,0.488,0.429,43,25,10,14
"351",1,118,98,0.545,0.385,42,28,9,10,0.5,0.238,35,21,6,14
"352",1,116,108,0.449,0.423,49,24,7,10,0.494,0.294,40,25,5,13
"353",1,113,96,0.465,0.227,60,22,8,12,0.424,0.179,41,19,8,13
"354",1,121,102,0.526,0.25,52,32,11,14,0.43,0.261,41,21,7,21
"355",0,92,103,0.424,0.294,35,22,8,10,0.5,0.474,52,27,4,18
"356",1,98,91,0.439,0.316,55,15,2,15,0.38,0.27,39,22,10,6
"357",1,114,108,0.411,0.405,57,29,5,8,0.413,0.233,50,19,5,7
"358",0,98,104,0.432,0.364,45,22,8,17,0.4,0.343,52,22,9,14
"359",1,120,113,0.433,0.28,48,23,13,7,0.524,0.4,50,25,5,24
"360",1,109,95,0.489,0.286,48,26,7,6,0.41,0.286,37,21,3,10
"361",1,106,101,0.466,0.346,45,22,6,7,0.464,0.282,42,24,4,9
"362",1,112,92,0.479,0.333,51,27,14,7,0.439,0.433,44,26,4,18
"363",0,83,97,0.419,0.231,39,14,6,7,0.468,0.464,43,28,6,15
"364",0,75,87,0.349,0.15,49,14,5,12,0.385,0.333,53,19,5,12
"365",1,112,95,0.435,0.48,63,26,2,12,0.354,0.273,47,16,10,4
"366",0,96,97,0.424,0.296,51,20,7,12,0.456,0.238,44,18,5,12
"367",1,90,89,0.419,0.389,53,20,6,16,0.38,0.323,46,17,4,12
"368",0,102,105,0.519,0.333,45,22,5,14,0.471,0.333,36,29,7,11
"369",0,101,105,0.457,0.385,36,22,9,10,0.506,0.368,48,27,8,17
"370",0,100,129,0.471,0.212,35,24,11,16,0.48,0.5,55,25,13,13
"371",1,122,96,0.517,0.467,46,27,9,15,0.402,0.37,41,20,8,16
"372",1,116,106,0.5,0.457,38,35,14,15,0.488,0.333,43,26,8,19
"373",1,116,95,0.581,0.515,39,33,3,15,0.395,0.214,42,20,10,7
"374",1,133,120,0.517,0.485,43,32,8,16,0.511,0.333,38,27,10,13
"375",1,149,106,0.616,0.528,48,47,7,10,0.43,0.4,37,22,5,11
"376",1,115,102,0.556,0.5,45,25,9,18,0.461,0.286,32,22,8,13
"377",1,105,100,0.435,0.343,41,25,6,14,0.424,0.241,50,20,11,18
"378",0,127,132,0.413,0.273,54,31,12,17,0.444,0.318,56,26,11,19
"379",1,138,109,0.628,0.667,38,37,9,17,0.451,0.344,36,24,8,14
"380",1,142,106,0.519,0.378,54,45,12,11,0.412,0.2,40,20,10,14
"381",1,103,90,0.469,0.281,57,41,7,17,0.409,0.238,49,19,10,11
"382",1,135,90,0.586,0.5,56,36,7,15,0.395,0.286,31,16,7,11
"383",1,104,74,0.444,0.391,50,24,13,10,0.355,0.3,44,13,5,23
"384",1,121,111,0.568,0.609,51,33,4,20,0.388,0.371,45,24,13,7
"385",1,108,99,0.5,0.333,43,31,5,13,0.419,0.25,40,22,11,10
"386",1,127,119,0.526,0.44,43,33,7,13,0.475,0.257,48,33,10,14
"387",1,125,117,0.506,0.361,39,31,14,15,0.449,0.462,44,23,8,17
"388",0,119,128,0.494,0.267,44,23,7,16,0.485,0.394,47,29,13,12
"389",1,107,95,0.453,0.407,48,28,6,11,0.422,0.2,46,25,6,11
"390",1,127,107,0.562,0.517,37,39,14,18,0.489,0.214,40,20,10,19
"391",1,126,91,0.505,0.441,58,37,10,16,0.352,0.265,35,11,7,15
"392",1,121,100,0.541,0.476,46,35,11,18,0.422,0.286,36,23,11,18
"393",1,144,98,0.62,0.5,48,35,9,11,0.439,0.429,32,24,7,14
"394",1,126,111,0.49,0.438,47,35,9,10,0.443,0.29,45,33,4,10
"395",1,123,92,0.565,0.536,45,37,9,12,0.402,0.167,44,25,7,14
"396",1,109,86,0.488,0.361,46,32,10,8,0.371,0.292,50,23,4,18
"397",1,123,113,0.531,0.52,53,31,11,21,0.409,0.393,38,23,11,14
"398",1,112,95,0.42,0.355,52,30,10,11,0.404,0.286,52,25,8,16
"399",0,86,99,0.44,0.2,46,23,8,17,0.44,0.345,45,28,12,12
"400",1,106,104,0.364,0.438,43,24,12,18,0.438,0.296,52,28,10,21
"401",1,122,92,0.575,0.385,47,36,14,12,0.372,0.259,49,15,7,19
"402",1,117,92,0.6,0.522,44,30,5,12,0.404,0.333,35,19,8,11
"403",1,114,100,0.494,0.323,44,37,14,12,0.482,0.476,37,27,7,19
"404",1,106,94,0.549,0.548,37,30,9,18,0.447,0.276,37,21,11,13
"405",1,107,98,0.453,0.344,43,27,10,10,0.374,0.324,48,20,6,13
"406",1,139,115,0.568,0.444,44,34,7,16,0.467,0.37,38,28,9,14
"407",1,121,107,0.524,0.438,40,33,9,13,0.427,0.211,50,22,9,13
"408",1,123,101,0.51,0.303,53,37,2,9,0.488,0.238,34,24,3,8
"409",0,99,105,0.488,0.36,42,25,5,13,0.446,0.371,49,29,8,11
"410",1,109,94,0.456,0.333,54,26,14,20,0.441,0.235,40,23,13,18
"411",1,93,92,0.42,0.355,47,16,5,17,0.372,0.355,43,17,8,9
"412",0,100,106,0.382,0.319,46,22,6,14,0.539,0.278,35,21,6,10
"413",1,115,88,0.484,0.425,55,20,6,17,0.378,0.227,39,18,10,12
"414",1,126,109,0.484,0.438,54,26,6,13,0.456,0.357,41,24,6,12
"415",1,111,102,0.447,0.375,39,28,8,4,0.513,0.444,43,22,3,12
"416",0,102,115,0.487,0.333,39,29,6,26,0.489,0.522,38,28,14,14
"417",1,107,106,0.447,0.316,46,20,8,16,0.424,0.344,42,27,7,11
"418",1,134,95,0.543,0.417,52,35,20,20,0.391,0.25,39,14,13,27
"419",1,109,87,0.5,0.514,48,31,4,15,0.405,0.324,32,18,7,9
"420",1,122,118,0.462,0.395,39,23,10,14,0.525,0.35,41,21,9,19
"421",1,132,98,0.588,0.524,47,40,8,16,0.424,0.344,40,27,8,15
"422",1,122,100,0.447,0.393,57,27,7,14,0.408,0.333,47,17,4,11
"423",0,100,102,0.38,0.158,51,22,10,16,0.468,0.522,43,21,13,19
"424",1,131,115,0.5,0.349,47,28,11,20,0.426,0.233,53,17,14,17
"425",1,140,116,0.556,0.35,45,29,12,13,0.469,0.394,38,22,8,15
"426",1,129,122,0.457,0.382,46,30,3,13,0.448,0.313,48,21,7,7
"427",1,101,91,0.43,0.308,41,25,9,13,0.437,0.231,45,23,9,17
"428",1,118,116,0.477,0.385,43,27,6,9,0.451,0.4,54,15,6,9
"429",1,121,114,0.488,0.436,44,25,8,10,0.478,0.442,43,30,3,11
"430",0,105,110,0.402,0.244,31,19,9,12,0.539,0.37,45,25,8,22
"431",1,111,92,0.453,0.318,46,25,9,10,0.398,0.25,50,26,8,18
"432",0,108,125,0.448,0.2,41,26,8,14,0.528,0.395,41,30,8,14
"433",1,105,83,0.447,0.311,60,28,4,14,0.349,0.276,45,22,9,11
"434",0,108,113,0.376,0.255,37,19,11,9,0.518,0.267,56,26,8,20
"435",1,121,117,0.449,0.372,48,24,7,11,0.48,0.32,53,30,7,14
"436",1,128,104,0.494,0.421,42,31,9,10,0.477,0.24,47,28,7,16
"437",1,133,102,0.494,0.5,55,27,8,21,0.394,0.364,42,20,8,19
"438",0,109,117,0.414,0.325,41,22,6,8,0.524,0.371,46,27,3,11
"439",1,142,130,0.468,0.379,32,32,15,13,0.521,0.346,58,28,10,23
"440",0,108,117,0.364,0.222,39,22,8,10,0.451,0.433,55,29,7,15
"441",1,123,108,0.5,0.429,43,25,10,14,0.443,0.286,46,26,8,13
"442",0,108,115,0.443,0.25,31,22,9,8,0.539,0.387,45,21,2,16
"443",1,117,112,0.427,0.356,52,25,10,6,0.525,0.395,38,24,3,15
"444",1,139,100,0.549,0.419,50,37,13,19,0.462,0.12,38,16,10,22
"445",1,125,124,0.506,0.447,35,27,12,12,0.512,0.414,48,26,7,19
"446",1,117,107,0.473,0.359,59,29,5,18,0.451,0.368,36,28,9,10
"447",1,137,125,0.633,0.513,36,32,8,19,0.5,0.367,41,27,15,16
"448",0,106,113,0.388,0.161,38,20,9,14,0.511,0.268,44,33,9,16
"449",1,110,104,0.425,0.294,56,19,7,16,0.394,0.184,51,26,10,12
"450",0,109,114,0.414,0.314,49,25,3,11,0.426,0.346,55,27,5,6
"451",1,123,118,0.464,0.339,47,37,11,10,0.527,0.478,49,37,7,15
"452",1,130,121,0.505,0.526,52,30,11,16,0.433,0.375,49,26,8,15
"453",1,115,108,0.471,0.357,43,19,10,15,0.449,0.214,44,14,8,19
"454",1,111,94,0.535,0.462,36,27,8,11,0.43,0.333,40,17,8,16
"455",1,122,115,0.544,0.474,43,25,9,16,0.484,0.389,43,23,11,17
"456",0,99,105,0.419,0.222,40,17,9,13,0.438,0.32,47,22,7,13
"457",1,88,69,0.389,0.32,49,22,9,9,0.321,0.2,52,12,3,14
"458",1,103,93,0.5,0.357,40,22,8,10,0.407,0.367,51,19,3,18
"459",0,96,116,0.474,0.143,35,18,5,18,0.474,0.346,46,21,14,11
"460",0,83,120,0.32,0.261,49,13,5,11,0.444,0.361,60,31,9,12
"461",0,85,96,0.405,0.259,37,16,15,18,0.424,0.25,56,17,11,21
"462",1,118,97,0.552,0.423,47,25,11,14,0.456,0.324,38,24,8,19
"463",1,91,70,0.435,0.263,52,26,8,13,0.314,0.167,40,11,9,20
"464",1,118,111,0.482,0.517,39,24,11,13,0.488,0.432,41,22,6,17
"465",1,110,94,0.489,0.472,42,24,4,11,0.333,0.385,46,16,8,13
"466",1,107,105,0.471,0.333,41,18,6,15,0.432,0.242,49,19,5,15
"467",0,102,109,0.427,0.304,50,20,5,19,0.413,0.256,44,19,10,10
"468",1,111,101,0.481,0.368,42,26,7,11,0.417,0.261,47,17,8,13
"469",1,117,104,0.5,0.409,46,28,5,11,0.433,0.263,42,25,6,10
"470",1,121,109,0.516,0.455,44,23,7,6,0.456,0.447,45,22,5,13
"471",1,123,109,0.5,0.458,53,25,11,19,0.46,0.387,32,25,9,17
"472",1,98,95,0.506,0.263,45,26,11,16,0.434,0.4,38,18,7,14
"473",0,103,109,0.442,0.269,37,18,7,11,0.461,0.364,43,19,8,14
"474",1,115,111,0.487,0.357,29,19,14,10,0.5,0.52,43,22,7,19
"475",1,120,101,0.54,0.238,42,28,9,10,0.41,0.282,41,21,7,15
"476",1,105,84,0.484,0.292,41,22,11,6,0.413,0.353,43,18,2,21
"477",1,93,90,0.379,0.308,37,19,7,10,0.386,0.25,61,17,6,16
"478",0,117,132,0.5,0.52,38,24,7,12,0.548,0.444,39,24,7,9
"479",0,100,116,0.479,0.455,36,19,2,14,0.479,0.548,37,28,7,6
"480",0,106,110,0.487,0.45,37,21,8,11,0.46,0.467,49,18,7,11
"481",0,98,111,0.5,0.222,35,21,7,11,0.518,0.517,39,23,5,10
"482",1,102,92,0.513,0.423,50,23,8,16,0.417,0.333,39,20,11,11
"483",1,115,98,0.5,0.478,46,27,3,5,0.438,0.269,45,20,4,10
"484",1,102,98,0.427,0.333,46,12,2,9,0.415,0.281,54,18,4,8
"485",1,98,77,0.534,0.429,42,26,8,14,0.4,0.13,30,15,9,10
"486",1,107,100,0.437,0.5,43,21,9,7,0.455,0.24,49,20,5,10
"487",0,117,125,0.505,0.542,39,19,9,12,0.476,0.259,45,23,8,13
"488",1,107,94,0.427,0.412,51,16,9,9,0.398,0.341,48,19,7,14
"489",0,114,115,0.494,0.278,37,25,8,14,0.474,0.45,35,22,10,14
"490",1,108,90,0.438,0.48,43,16,7,11,0.447,0.217,40,11,7,13
"491",1,104,89,0.475,0.32,44,20,15,16,0.465,0.458,32,21,8,21
"492",1,104,86,0.476,0.417,41,21,5,10,0.417,0.379,37,19,5,18
"493",1,88,75,0.41,0.222,49,17,8,13,0.397,0.368,43,18,8,18
"494",1,116,98,0.5,0.375,44,21,8,16,0.417,0.333,44,19,11,20
"495",0,83,85,0.391,0.318,41,22,13,17,0.405,0.25,52,14,8,21
"496",1,114,82,0.539,0.52,46,28,8,10,0.366,0.333,39,14,5,11
"497",1,111,80,0.437,0.344,55,24,9,7,0.352,0.2,47,16,4,14
"498",1,127,95,0.533,0.56,43,32,17,11,0.442,0.303,37,18,6,21
"499",0,107,111,0.457,0.36,35,15,13,8,0.488,0.577,43,24,6,15
"500",1,102,95,0.468,0.407,38,20,6,13,0.429,0.3,41,17,7,12
"501",1,123,115,0.527,0.4,42,23,5,14,0.5,0.421,32,19,10,11
"502",0,102,111,0.444,0.333,51,19,5,20,0.494,0.357,36,21,9,9
"503",0,98,115,0.391,0.308,47,15,3,13,0.472,0.226,46,32,11,10
"504",1,133,105,0.574,0.472,40,34,10,10,0.482,0.421,34,25,3,16
"505",1,121,120,0.472,0.478,38,26,9,12,0.506,0.476,42,25,6,15
"506",1,119,102,0.547,0.444,37,32,7,12,0.433,0.282,46,22,5,12
"507",1,106,101,0.47,0.393,40,18,8,12,0.402,0.316,55,19,8,12
"508",0,88,90,0.459,0.448,41,17,9,20,0.425,0.241,42,21,13,12
"509",0,102,106,0.464,0.36,38,22,6,11,0.439,0.355,51,22,10,14
"510",1,109,98,0.463,0.438,51,17,1,19,0.382,0.133,48,22,11,12
"511",1,115,106,0.507,0.391,45,23,5,13,0.432,0.393,43,30,6,9
"512",1,98,86,0.419,0.3,51,27,8,11,0.369,0.259,50,14,6,15
"513",1,105,96,0.513,0.346,49,23,11,21,0.424,0.222,35,21,8,13
"514",1,113,97,0.522,0.357,42,28,6,7,0.45,0.476,40,21,3,14
"515",1,120,98,0.549,0.429,47,27,9,15,0.424,0.333,36,18,10,15
"516",0,101,104,0.483,0.182,41,24,9,11,0.476,0.313,43,25,3,13
"517",0,120,133,0.5,0.4,37,24,7,15,0.525,0.412,46,38,10,11
"518",1,99,84,0.468,0.378,40,24,18,16,0.405,0.269,45,20,5,20
"519",0,97,105,0.443,0.304,36,18,9,12,0.427,0.346,51,23,9,13
"520",1,124,121,0.464,0.313,47,27,14,9,0.475,0.45,43,16,1,16
"521",0,103,122,0.447,0.353,36,26,8,7,0.425,0.385,62,21,3,16
"522",1,116,102,0.534,0.45,47,23,7,13,0.41,0.286,37,22,9,11
"523",1,112,100,0.494,0.32,41,25,13,13,0.476,0.333,41,28,11,16
"524",0,96,97,0.467,0.208,42,23,3,15,0.447,0.345,36,22,8,11
"525",1,108,78,0.513,0.308,54,27,4,14,0.386,0.185,40,15,5,12
"526",1,114,105,0.494,0.323,43,25,8,9,0.449,0.25,48,24,6,12
"527",1,108,95,0.452,0.259,47,14,9,10,0.43,0.308,43,22,5,14
"528",0,97,98,0.41,0.345,45,20,7,9,0.452,0.464,46,23,5,12
"529",1,133,124,0.566,0.4,41,27,6,10,0.495,0.382,43,22,7,10
"530",1,115,104,0.551,0.44,39,24,8,17,0.433,0.261,41,26,12,11
"531",1,112,101,0.507,0.387,40,22,11,15,0.442,0.355,44,24,5,16
"532",1,125,96,0.505,0.385,49,29,9,9,0.393,0.225,41,23,5,15
"533",1,115,95,0.518,0.357,43,29,4,6,0.494,0.455,37,27,2,10
"534",1,120,114,0.506,0.343,39,21,10,15,0.512,0.241,39,29,10,14
"535",1,117,97,0.474,0.267,51,26,9,16,0.453,0.156,40,26,13,20
"536",1,119,108,0.456,0.435,53,22,8,19,0.44,0.3,40,20,8,17
"537",0,97,109,0.487,0.385,37,20,6,16,0.524,0.435,37,24,11,11
"538",1,125,118,0.446,0.321,55,24,9,11,0.455,0.293,47,23,8,14
"539",0,107,116,0.448,0.48,45,24,6,13,0.564,0.417,34,30,8,12
"540",0,110,118,0.441,0.419,37,26,11,10,0.517,0.364,56,27,6,16
"541",1,111,109,0.506,0.519,35,25,8,17,0.489,0.407,40,29,11,15
"542",0,85,109,0.356,0.227,45,20,12,18,0.518,0.393,44,31,10,17
"543",1,109,94,0.442,0.4,53,20,7,9,0.443,0.343,38,25,5,12
"544",0,101,107,0.448,0.357,43,15,8,10,0.475,0.406,39,26,5,12
"545",0,115,119,0.46,0.346,49,18,4,15,0.474,0.433,44,26,8,7
"546",0,112,118,0.477,0.357,41,26,7,14,0.488,0.455,44,21,9,10
"547",1,111,102,0.476,0.32,48,18,7,13,0.435,0.345,42,24,9,15
"548",0,100,102,0.47,0.25,40,19,8,14,0.507,0.346,39,19,6,19
"549",0,89,101,0.471,0.368,34,15,8,15,0.494,0.452,42,24,8,15
"550",0,114,123,0.402,0.469,43,19,8,7,0.56,0.588,40,18,5,16
"551",1,116,102,0.512,0.515,43,34,5,9,0.39,0.323,39,18,6,10
"552",1,127,100,0.5,0.357,62,22,6,11,0.413,0.25,41,17,5,10
"553",1,111,95,0.483,0.25,47,23,8,13,0.378,0.269,54,24,5,18
"554",0,87,108,0.386,0.375,38,18,7,10,0.506,0.333,50,25,6,11
"555",0,97,102,0.434,0.231,50,19,2,14,0.432,0.36,46,24,6,7
"556",0,121,127,0.435,0.367,43,28,11,12,0.568,0.423,45,29,5,17
"557",1,108,95,0.471,0.424,51,27,15,23,0.425,0.391,37,24,17,20
"558",1,120,116,0.528,0.462,44,25,7,15,0.414,0.556,51,26,12,11
"559",0,96,97,0.458,0.414,43,22,10,17,0.493,0.292,38,23,9,17
"560",0,98,119,0.46,0.318,44,16,8,18,0.521,0.476,46,37,12,12
"561",0,104,109,0.488,0.375,39,22,9,14,0.447,0.41,45,25,3,12
"562",0,95,115,0.425,0.25,34,23,11,14,0.512,0.303,46,30,7,18
"563",0,97,105,0.458,0.357,49,22,7,25,0.404,0.375,44,23,12,13
"564",0,116,118,0.5,0.2,40,24,10,15,0.519,0.417,34,28,8,16
"565",0,103,107,0.452,0.379,40,24,7,14,0.488,0.167,43,22,7,14
"566",0,120,125,0.516,0.407,40,23,5,5,0.529,0.361,44,19,4,10
"567",0,109,133,0.467,0.3,41,23,8,8,0.536,0.455,48,23,4,15
"568",1,130,119,0.523,0.609,42,26,6,20,0.484,0.333,37,32,13,13
"569",0,81,97,0.393,0.238,42,19,6,10,0.404,0.429,61,24,8,13
"570",0,108,119,0.506,0.364,43,21,6,18,0.511,0.261,41,24,12,12
"571",1,108,103,0.471,0.368,51,14,11,13,0.5,0.433,33,29,8,14
"572",1,98,94,0.442,0.167,41,20,12,14,0.507,0.4,40,27,5,23
"573",1,110,109,0.488,0.37,40,26,10,16,0.5,0.2,41,27,8,14
"574",1,108,96,0.477,0.364,47,24,15,11,0.468,0.318,39,29,5,16
"575",1,102,98,0.45,0.458,45,19,6,13,0.419,0.333,45,20,6,10
"576",1,112,103,0.443,0.484,47,24,9,14,0.442,0.2,40,19,8,14
"577",1,89,83,0.351,0.296,52,20,12,17,0.37,0.324,43,17,8,21
"578",0,88,99,0.369,0.346,48,26,4,18,0.376,0.296,47,19,17,11
"579",0,94,100,0.383,0.231,44,15,9,13,0.451,0.424,37,19,7,15
"580",1,108,107,0.512,0.292,32,29,14,14,0.5,0.417,39,24,6,22
"581",1,93,71,0.382,0.111,46,15,8,9,0.391,0.318,34,16,5,16
"582",0,81,90,0.354,0.211,51,14,3,17,0.388,0.387,44,17,8,8
"583",0,85,104,0.404,0.241,42,21,10,12,0.439,0.346,47,24,3,13
"584",1,95,94,0.418,0.389,39,18,9,10,0.446,0.25,42,15,5,17
"585",1,103,100,0.466,0.333,43,32,13,11,0.432,0.333,44,16,7,18
"586",1,96,91,0.384,0.118,53,18,8,13,0.39,0.341,45,21,5,16
"587",1,88,86,0.356,0.3,58,13,8,12,0.305,0.25,52,13,6,12
"588",1,110,89,0.437,0.308,47,23,10,10,0.442,0.333,42,15,6,23
"589",1,93,85,0.432,0.522,55,22,9,16,0.373,0.36,39,10,10,11
"590",0,92,96,0.377,0.2,47,19,7,13,0.388,0.292,45,18,5,11
"591",0,73,82,0.301,0.087,48,12,8,8,0.455,0.296,42,18,4,15
"592",0,109,112,0.404,0.4,52,23,10,13,0.407,0.324,41,22,7,11
"593",1,115,109,0.506,0.52,38,23,8,10,0.427,0.385,40,27,5,13
"594",1,114,80,0.524,0.591,39,24,8,12,0.338,0.182,39,9,5,18
"595",1,88,79,0.436,0.375,37,19,11,13,0.389,0.391,43,14,8,17
"596",0,104,108,0.421,0.344,50,24,6,10,0.513,0.235,47,18,8,12
"597",1,107,91,0.458,0.393,58,21,6,15,0.408,0.207,35,18,9,10
"598",0,95,119,0.371,0.265,41,19,10,12,0.513,0.381,46,27,11,12
"599",1,101,99,0.462,0.455,45,18,3,9,0.424,0.294,45,16,6,8
"600",1,89,74,0.395,0.211,50,18,8,13,0.366,0.211,44,11,8,16
"601",1,110,91,0.486,0.583,41,24,6,22,0.333,0.217,46,13,12,15
"602",0,107,122,0.391,0.346,47,20,6,18,0.506,0.455,34,31,14,12
"603",0,91,95,0.371,0.182,48,22,8,15,0.493,0.444,38,18,10,12
"604",1,130,112,0.558,0.48,39,24,6,10,0.518,0.333,32,22,6,12
"605",0,109,122,0.442,0.4,37,23,7,15,0.534,0.467,41,16,12,16
"606",0,98,114,0.446,0.35,34,26,6,9,0.513,0.367,47,24,2,14
"607",0,90,107,0.378,0.172,41,22,11,13,0.5,0.5,46,22,9,18
"608",1,113,93,0.519,0.519,37,30,11,12,0.463,0.538,32,21,6,16
"609",1,104,96,0.421,0.433,35,20,7,10,0.44,0.321,42,18,2,15
"610",1,110,97,0.466,0.375,43,22,8,8,0.435,0.4,43,19,5,12
"611",1,99,90,0.467,0.407,47,23,4,13,0.382,0.353,38,15,7,8
"612",0,100,103,0.474,0.346,38,21,7,13,0.435,0.452,44,19,8,12
"613",1,101,88,0.507,0.556,38,20,3,12,0.432,0.214,41,20,8,6
"614",0,90,103,0.48,0.429,30,23,12,15,0.476,0.5,46,21,8,18
"615",0,93,100,0.393,0.32,48,18,4,14,0.44,0.265,37,21,9,12
"616",0,91,97,0.372,0.412,52,19,2,19,0.38,0.318,49,20,10,8
